t NoGP OffGP ET TT 
22.6100000000 0.2334712103 0.1819339746 0.0102899298 0.0088637058 
22.6200000000 0.2338954355 0.1816377216 0.0104086587 0.0087225704 
22.6300000000 0.2343165979 0.1813251129 0.0105443673 0.0086087548 
22.6400000000 0.2347406271 0.1810047554 0.0107043788 0.0085154661 
22.6500000000 0.2351656958 0.1806734829 0.0108748021 0.0084555584 
22.6600000000 0.2355932460 0.1803308312 0.0110792539 0.0084107182 
22.6700000000 0.2360184575 0.1799771255 0.0109092596 0.0083734826 
22.6800000000 0.2364406428 0.1796062950 0.0107566581 0.0083621049 
22.6900000000 0.2368656924 0.1792260141 0.0106387081 0.0083617474 
22.7000000000 0.2372918361 0.1788349065 0.0105507254 0.0083758691 
22.7100000000 0.2377205237 0.1784346653 0.0104870968 0.0084036939 
22.7200000000 0.2381469318 0.1780219746 0.0104404503 0.0084424180 
22.7300000000 0.2385758979 0.1775992520 0.0104105016 0.0084961485 
22.7400000000 0.2390025995 0.1771654508 0.0103963469 0.0085669293 
22.7500000000 0.2394305183 0.1767240825 0.0103887011 0.0086560648 
22.7600000000 0.2398611117 0.1762740239 0.0103900163 0.0087626060 
22.7700000000 0.2402895601 0.1758158869 0.0104003163 0.0088931154 
22.7800000000 0.2407207244 0.1753581637 0.0104188909 0.0090375215 
22.7900000000 0.2411497887 0.1748890116 0.0104431768 0.0092062553 
22.8000000000 0.2415761813 0.1744141111 0.0104807475 0.0094066190 
22.8100000000 0.2420093198 0.1739332470 0.0105265557 0.0092450604 
22.8200000000 0.2424405212 0.1734562339 0.0105825171 0.0091086411 
22.8300000000 0.2428692399 0.1729750264 0.0106509901 0.0090015870 
22.8400000000 0.2433012433 0.1724919454 0.0107334762 0.0089206111 
22.8500000000 0.2437308550 0.1720144693 0.0108328380 0.0088615483 
22.8600000000 0.2441620510 0.1715361550 0.0109391962 0.0088188314 
22.8700000000 0.2445926698 0.1710571566 0.0110653143 0.0088007846 
22.8800000000 0.2450249695 0.1705876014 0.0112043947 0.0087964099 
22.8900000000 0.2454514156 0.1701272778 0.0113721557 0.0087976379 
22.9000000000 0.2458847517 0.1696716253 0.0112317017 0.0088090054 
22.9100000000 0.2463200071 0.1692286083 0.0111189753 0.0088324632 
22.9200000000 0.2467496709 0.1687982596 0.0110361187 0.0088690101 
22.9300000000 0.2471864530 0.1683763612 0.0109727225 0.0089177033 
22.9400000000 0.2476177818 0.1679703554 0.0109255086 0.0089824464 
22.9500000000 0.2480510241 0.1675804745 0.0109013203 0.0090575621 
22.9600000000 0.2484846201 0.1672028585 0.0108817662 0.0091511802 
22.9700000000 0.2489166713 0.1668479527 0.0108705996 0.0092432414 
22.9800000000 0.2493467812 0.1665072526 0.0108698570 0.0093614228 
22.9900000000 0.2497805240 0.1661867508 0.0108698039 0.0094936248 
23.0000000000 0.2502124962 0.1658875340 0.0108768835 0.0096559109 
23.0100000000 0.2506466128 0.1656099953 0.0108906186 0.0095101028 
23.0200000000 0.2510754621 0.1653538016 0.0109103125 0.0093980774 
23.0300000000 0.2515116107 0.1651203935 0.0109346140 0.0093237551 
23.0400000000 0.2519435853 0.1649068543 0.0109671470 0.0092700862 
23.0500000000 0.2523739039 0.1647198121 0.0110053686 0.0092336211 
23.0600000000 0.2528028323 0.1645554874 0.0110581059 0.0092080770 
23.0700000000 0.2532352524 0.1644135457 0.0111203344 0.0091869441 
23.0800000000 0.2536700981 0.1642953917 0.0112015282 0.0091785930 
23.0900000000 0.2541000416 0.1642011532 0.0112970770 0.0091796876 
23.1000000000 0.2545323587 0.1641293968 0.0113979225 0.0091894273 
23.1100000000 0.2549618952 0.1640814338 0.0115246947 0.0092053166 
23.1200000000 0.2553938479 0.1640532720 0.0116721810 0.0092303020 
23.1300000000 0.2558209429 0.1640479614 0.0115442146 0.0092617477 
23.1400000000 0.2562504190 0.1640669768 0.0114476149 0.0093049699 
23.1500000000 0.2566837378 0.1641044482 0.0113780857 0.0093495426 
23.1600000000 0.2571132881 0.1641651042 0.0113294697 0.0094089036 
23.1700000000 0.2575416538 0.1642426110 0.0112918274 0.0094789833 
23.1800000000 0.2579690669 0.1643382349 0.0112685351 0.0095716343 
23.1900000000 0.2583953036 0.1644544743 0.0112556000 0.0096806446 
23.2000000000 0.2588256379 0.1645830703 0.0112501757 0.0098105032 
23.2100000000 0.2592520926 0.1647302315 0.0112502975 0.0097058502 
23.2200000000 0.2596812584 0.1648938600 0.0112527392 0.0096209849 
23.2300000000 0.2601060172 0.1650678823 0.0112560038 0.0095625856 
23.2400000000 0.2605334997 0.1652563870 0.0112605632 0.0095235120 
23.2500000000 0.2609566229 0.1654598377 0.0112683374 0.0095007480 
23.2600000000 0.2613845008 0.1656727169 0.0112788688 0.0094893465 
23.2700000000 0.2618081586 0.1658952021 0.0112948122 0.0094779301 
23.2800000000 0.2622346747 0.1661247563 0.0113165187 0.0094756425 
23.2900000000 0.2626570338 0.1663650160 0.0113410526 0.0094767804 
23.3000000000 0.2630793499 0.1666146194 0.0113763121 0.0094847582 
23.3100000000 0.2634974190 0.1668692093 0.0114224335 0.0094959359 
23.3200000000 0.2639182640 0.1671280828 0.0114813236 0.0095103925 
23.3300000000 0.2643405357 0.1673900471 0.0115561519 0.0095292818 
23.3400000000 0.2647622717 0.1676593581 0.0116405247 0.0095537637 
23.3500000000 0.2651871444 0.1679285871 0.0117441855 0.0095903993 
23.3600000000 0.2656082697 0.1682036001 0.0116569341 0.0096376081 
23.3700000000 0.2660296958 0.1684769592 0.0115974364 0.0096910281 
23.3800000000 0.2664473112 0.1687542136 0.0115539962 0.0097581902 
23.3900000000 0.2668680391 0.1690304862 0.0115277546 0.0098428954 
23.4000000000 0.2672821821 0.1693073309 0.0115117959 0.0099474899 
23.4100000000 0.2676993553 0.1695817917 0.0115041618 0.0098587506 
23.4200000000 0.2681175278 0.1698581080 0.0115006887 0.0097993569 
23.4300000000 0.2685390715 0.1701282467 0.0115005208 0.0097616443 
23.4400000000 0.2689543867 0.1703941357 0.0115011613 0.0097312628 
23.4500000000 0.2693730068 0.1706633253 0.0115019906 0.0097147729 
23.4600000000 0.2697882346 0.1709251347 0.0115012766 0.0097077315 
23.4700000000 0.2702040238 0.1711861792 0.0115010568 0.0097021695 
23.4800000000 0.2706164009 0.1714408050 0.0115013635 0.0097001381 
23.4900000000 0.2710321379 0.1716891025 0.0115026491 0.0097014023 
23.5000000000 0.2714417839 0.1719351085 0.0115060078 0.0097025541 
23.5100000000 0.2718513563 0.1721753274 0.0115117822 0.0097049870 
23.5200000000 0.2722608554 0.1724081596 0.0115219562 0.0097102656 
23.5300000000 0.2726676111 0.1726375796 0.0115373481 0.0097166022 
23.5400000000 0.2730742853 0.1728626224 0.0115631897 0.0097259329 
23.5500000000 0.2734810135 0.1730789907 0.0115978878 0.0097406743 
23.5600000000 0.2738884257 0.1732920158 0.0116471483 0.0097590947 
23.5700000000 0.2742926884 0.1734980286 0.0117030898 0.0097864670 
23.5800000000 0.2746976303 0.1736946400 0.0117752570 0.0098260998 
23.5900000000 0.2750994491 0.1738872810 0.0118697936 0.0098746626 
23.6000000000 0.2755047110 0.1740744065 0.0117907664 0.0099405046 
23.6100000000 0.2759042899 0.1742517619 0.0117417604 0.0098860324 
23.6200000000 0.2763040107 0.1744279804 0.0117058133 0.0098541968 
23.6300000000 0.2767039390 0.1745953535 0.0116853557 0.0098324736 
23.6400000000 0.2771014567 0.1747557969 0.0116725797 0.0098211432 
23.6500000000 0.2775024929 0.1749073524 0.0116660624 0.0098175324 
23.6600000000 0.2778980766 0.1750561692 0.0116630115 0.0098158302 
23.6700000000 0.2782939414 0.1751961770 0.0116648809 0.0098154697 
23.6800000000 0.2786901750 0.1753302587 0.0116636529 0.0098159935 
23.6900000000 0.2790841946 0.1754542834 0.0116621823 0.0098143460 
23.7000000000 0.2794786281 0.1755765022 0.0116558310 0.0098121121 
23.7100000000 0.2798709075 0.1756901302 0.0116487547 0.0098069760 
23.7200000000 0.2802604532 0.1757965077 0.0116418284 0.0098022453 
23.7300000000 0.2806535672 0.1758970983 0.0116314115 0.0097962466 
23.7400000000 0.2810447092 0.1759917078 0.0116187190 0.0097903377 
23.7500000000 0.2814364805 0.1760806744 0.0116105532 0.0097863092 
23.7600000000 0.2818263573 0.1761640570 0.0116006819 0.0097855772 
23.7700000000 0.2822137806 0.1762379745 0.0115927328 0.0097897148 
23.7800000000 0.2826007794 0.1763099353 0.0115882128 0.0098011793 
23.7900000000 0.2829827223 0.1763765861 0.0115899506 0.0098213887 
23.8000000000 0.2833651023 0.1764341641 0.0115993793 0.0098521486 
23.8100000000 0.2837485505 0.1764866696 0.0116206961 0.0098280200 
23.8200000000 0.2841296194 0.1765321277 0.0116514258 0.0098199741 
23.8300000000 0.2845118333 0.1765736779 0.0116945868 0.0098188291 
23.8400000000 0.2848917762 0.1766105305 0.0116587767 0.0098236177 
23.8500000000 0.2852724363 0.1766410740 0.0116373436 0.0098294299 
23.8600000000 0.2856514168 0.1766671869 0.0116283650 0.0098359056 
23.8700000000 0.2860312072 0.1766872412 0.0116289773 0.0098420940 
23.8800000000 0.2864053955 0.1767037431 0.0116347015 0.0098416248 
23.8900000000 0.2867802744 0.1767162208 0.0116440236 0.0098404642 
23.9000000000 0.2871534269 0.1767230455 0.0116498291 0.0098367399 
23.9100000000 0.2875273367 0.1767234499 0.0116546179 0.0098262232 
23.9200000000 0.2878966867 0.1767203083 0.0116575368 0.0098129976 
23.9300000000 0.2882696963 0.1767136778 0.0116530276 0.0097978237 
23.9400000000 0.2886382999 0.1767037239 0.0116451143 0.0097804836 
23.9500000000 0.2890038051 0.1766905706 0.0116335635 0.0097624476 
23.9600000000 0.2893704800 0.1766715357 0.0116177464 0.0097452211 
23.9700000000 0.2897351106 0.1766496347 0.0115938191 0.0097322943 
23.9800000000 0.2901005390 0.1766215550 0.0115731691 0.0097202422 
23.9900000000 0.2904644764 0.1765916581 0.0115498257 0.0097143056 
24.0000000000 0.2908293848 0.1765591625 0.0115212434 0.0097187750 
24.0100000000 0.2911929504 0.1765225238 0.0114912614 0.0097191538 
24.0200000000 0.2915509627 0.1764829609 0.0114648597 0.0097279549 
24.0300000000 0.2919102174 0.1764395697 0.0114400560 0.0097395626 
24.0400000000 0.2922704115 0.1763919486 0.0114191927 0.0097523747 
24.0500000000 0.2926265243 0.1763420145 0.0114068534 0.0097639136 
24.0600000000 0.2929835273 0.1762884102 0.0114009608 0.0097730530 
24.0700000000 0.2933355238 0.1762327009 0.0114038802 0.0097813286 
24.0800000000 0.2936883643 0.1761735739 0.0114190394 0.0097847265 
24.0900000000 0.2940398049 0.1761124773 0.0114075251 0.0097817226 
24.1000000000 0.2943921761 0.1760480163 0.0114075608 0.0097659878 
24.1100000000 0.2947405982 0.1759777579 0.0114138930 0.0097518714 
24.1200000000 0.2950890776 0.1759053103 0.0114242615 0.0097314089 
24.1300000000 0.2954362492 0.1758301017 0.0114388637 0.0097050522 
24.1400000000 0.2957844096 0.1757526780 0.0114529133 0.0096729711 
24.1500000000 0.2961287701 0.1756717251 0.0114644429 0.0096408926 
24.1600000000 0.2964740930 0.1755883453 0.0114712061 0.0096087959 
24.1700000000 0.2968174623 0.1755023769 0.0114724433 0.0095750989 
24.1800000000 0.2971592628 0.1754084708 0.0114701222 0.0095436945 
24.1900000000 0.2974998614 0.1753115978 0.0114605690 0.0095172401 
24.2000000000 0.2978415049 0.1752105088 0.0114464905 0.0094962048 
24.2100000000 0.2981760730 0.1751060181 0.0114258662 0.0095125175 
24.2200000000 0.2985114206 0.1749991679 0.0114006612 0.0095318161 
24.2300000000 0.2988481503 0.1748885329 0.0113713168 0.0095542702 
24.2400000000 0.2991860206 0.1747737933 0.0113399755 0.0095692722 
24.2500000000 0.2995170663 0.1746566195 0.0113057581 0.0095822771 
24.2600000000 0.2998489934 0.1745348344 0.0112630934 0.0095948815 
24.2700000000 0.3001798044 0.1744023339 0.0112242916 0.0096086387 
24.2800000000 0.3005116772 0.1742677975 0.0111838651 0.0096129670 
24.2900000000 0.3008367993 0.1741267497 0.0111528151 0.0096103447 
24.3000000000 0.3011627296 0.1739794908 0.0111251483 0.0095916188 
24.3100000000 0.3014900622 0.1738259729 0.0111017822 0.0095649636 
24.3200000000 0.3018164638 0.1736647808 0.0110862990 0.0095371305 
24.3300000000 0.3021383340 0.1735007076 0.0110753894 0.0095065256 
24.3400000000 0.3024590447 0.1733322646 0.0110754767 0.0094684199 
24.3500000000 0.3027807063 0.1731606318 0.0110887022 0.0094261782 
24.3600000000 0.3031014219 0.1729797754 0.0110753561 0.0093783186 
24.3700000000 0.3034176590 0.1727953110 0.0110755141 0.0093321086 
24.3800000000 0.3037327273 0.1725930411 0.0110835097 0.0092861076 
24.3900000000 0.3040486979 0.1723865546 0.0110985528 0.0092385372 
24.4000000000 0.3043637197 0.1721692353 0.0111137313 0.0091878442 
24.4100000000 0.3046766891 0.1719467724 0.0111287497 0.0092191260 
24.4200000000 0.3049863237 0.1717124264 0.0111464796 0.0092513716 
24.4300000000 0.3052992180 0.1714724333 0.0111568324 0.0092767804 
24.4400000000 0.3056082430 0.1712269747 0.0111609668 0.0093047899 
24.4500000000 0.3059182715 0.1709677242 0.0111667695 0.0093246042 
24.4600000000 0.3062275158 0.1707082729 0.0111604765 0.0093379661 
24.4700000000 0.3065325991 0.1704426626 0.0111529116 0.0093503697 
24.4800000000 0.3068366833 0.1701704299 0.0111323674 0.0093459646 
24.4900000000 0.3071417444 0.1698826908 0.0111079871 0.0093272416 
24.5000000000 0.3074460323 0.1695877329 0.0110817377 0.0093144284 
24.5100000000 0.3077465734 0.1692855490 0.0110484185 0.0092826667 
24.5200000000 0.3080480771 0.1689828948 0.0110133958 0.0092476448 
24.5300000000 0.3083488252 0.1686624817 0.0109689604 0.0092063310 
24.5400000000 0.3086455486 0.1683341021 0.0109266061 0.0091583383 
24.5500000000 0.3089413056 0.1679973746 0.0108763765 0.0091045864 
24.5600000000 0.3092380091 0.1676600701 0.0108319008 0.0090484200 
24.5700000000 0.3095310504 0.1673260657 0.0107863478 0.0089876177 
24.5800000000 0.3098250003 0.1669832883 0.0107395115 0.0089223009 
24.5900000000 0.3101181984 0.1666400437 0.0106971884 0.0088544368 
24.6000000000 0.3104125255 0.1662876499 0.0106586557 0.0087941910 
24.6100000000 0.3107034613 0.1659258250 0.0106215942 0.0088333549 
24.6200000000 0.3109911551 0.1655510643 0.0105932263 0.0088722470 
24.6300000000 0.3112779409 0.1651664364 0.0105703952 0.0089065686 
24.6400000000 0.3115628164 0.1647716309 0.0105559934 0.0089339703 
24.6500000000 0.3118467679 0.1643765185 0.0105650170 0.0089612904 
24.6600000000 0.3121316146 0.1639844809 0.0105810046 0.0089798746 
24.6700000000 0.3124129734 0.1635816486 0.0106026500 0.0089880976 
24.6800000000 0.3126951915 0.1631786979 0.0106252488 0.0089890616 
24.6900000000 0.3129767112 0.1627645717 0.0106436279 0.0089785836 
24.7000000000 0.3132548057 0.1623503598 0.0106697354 0.0089556464 
24.7100000000 0.3135337572 0.1619540479 0.0106914887 0.0089241255 
24.7200000000 0.3138120388 0.1615459945 0.0107104817 0.0088803268 
24.7300000000 0.3140866119 0.1611381146 0.0107164780 0.0088238446 
24.7400000000 0.3143582680 0.1607183134 0.0107208604 0.0087750938 
24.7500000000 0.3146305859 0.1603138455 0.0107193006 0.0087286169 
24.7600000000 0.3148993810 0.1598968391 0.0107111228 0.0086603203 
24.7700000000 0.3151687993 0.1594805542 0.0107074285 0.0085907977 
24.7800000000 0.3154373717 0.1590513162 0.0106824584 0.0085149380 
24.7900000000 0.3157041300 0.1586382428 0.0106578476 0.0084429113 
24.8000000000 0.3159700245 0.1582120687 0.0106254539 0.0083754481 
24.8100000000 0.3162367231 0.1577722359 0.0105900117 0.0084225832 
24.8200000000 0.3164982360 0.1573490926 0.0105507416 0.0084739490 
24.8300000000 0.3167603259 0.1569120980 0.0105117618 0.0085043301 
24.8400000000 0.3170215817 0.1564759993 0.0104653298 0.0085201499 
24.8500000000 0.3172810508 0.1560416743 0.0104063438 0.0085304391 
24.8600000000 0.3175396648 0.1556085521 0.0103488914 0.0085401445 
24.8700000000 0.3177990329 0.1551765795 0.0102903153 0.0085369276 
24.8800000000 0.3180533638 0.1547461111 0.0102341921 0.0085274781 
24.8900000000 0.3183101177 0.1543168909 0.0101772083 0.0085094868 
24.9000000000 0.3185662375 0.1538890569 0.0101176771 0.0084892916 
24.9100000000 0.3188232978 0.1534625764 0.0100662346 0.0084539895 
24.9200000000 0.3190774510 0.1530201187 0.0100191099 0.0084170041 
24.9300000000 0.3193306828 0.1525961332 0.0099698904 0.0083645756 
24.9400000000 0.3195833054 0.1521754473 0.0099349161 0.0083094187 
24.9500000000 0.3198343592 0.1517735303 0.0099048508 0.0082391273 
24.9600000000 0.3200847733 0.1513546911 0.0098801476 0.0081674692 
24.9700000000 0.3203342913 0.1509548285 0.0099023809 0.0080934756 
24.9800000000 0.3205807436 0.1505374312 0.0099281039 0.0080210240 
24.9900000000 0.3208278280 0.1501391844 0.0099552759 0.0079519940 
25.0000000000 0.3210742825 0.1497426894 0.0099849327 0.0078698811 
25.0100000000 0.3213174080 0.1493456586 0.0100102354 0.0079062206 
25.0200000000 0.3215596772 0.1489503868 0.0100402502 0.0079341267 
25.0300000000 0.3218025406 0.1485538018 0.0100677674 0.0079580101 
25.0400000000 0.3220437604 0.1481589589 0.0100862306 0.0079815080 
25.0500000000 0.3222825934 0.1477626367 0.0101018955 0.0080009024 
25.0600000000 0.3225237535 0.1473680166 0.0101177618 0.0080010032 
25.0700000000 0.3227620415 0.1469930131 0.0101209951 0.0080001473 
25.0800000000 0.3230009913 0.1466158633 0.0101241138 0.0079780997 
25.0900000000 0.3232377779 0.1462396447 0.0101127771 0.0079671753 
25.1000000000 0.3234728609 0.1458606570 0.0101044668 0.0079349370 
25.1100000000 0.3237071780 0.1454831937 0.0100853302 0.0078944021 
25.1200000000 0.3239404874 0.1451252618 0.0100599764 0.0078558277 
25.1300000000 0.3241730518 0.1447637346 0.0100362834 0.0078084593 
25.1400000000 0.3244056319 0.1444035561 0.0100019166 0.0077437498 
25.1500000000 0.3246376096 0.1440391009 0.0099559002 0.0076844575 
25.1600000000 0.3248687482 0.1436938565 0.0099164555 0.0076080722 
25.1700000000 0.3250969722 0.1433482705 0.0098655641 0.0075416356 
25.1800000000 0.3253256484 0.1429973242 0.0098210907 0.0074722724 
25.1900000000 0.3255534141 0.1426652042 0.0097707596 0.0073761545 
25.2000000000 0.3257782076 0.1423269248 0.0097049094 0.0072959403 
25.2100000000 0.3260050692 0.1419890580 0.0096507091 0.0073318717 
25.2200000000 0.3262298861 0.1416695451 0.0095822898 0.0073692508 
25.2300000000 0.3264552363 0.1413426567 0.0095212910 0.0073822989 
25.2400000000 0.3266762820 0.1410156712 0.0094555461 0.0074042318 
25.2500000000 0.3268975713 0.1406843924 0.0093938020 0.0073995195 
25.2600000000 0.3271209688 0.1403664329 0.0093378662 0.0074081220 
25.2700000000 0.3273402108 0.1400436876 0.0092837395 0.0073881790 
25.2800000000 0.3275597667 0.1397331448 0.0092301376 0.0073809916 
25.2900000000 0.3277786024 0.1393994392 0.0091736622 0.0073599395 
25.3000000000 0.3279981750 0.1391038741 0.0091231903 0.0073301200 
25.3100000000 0.3282149723 0.1387969497 0.0090832303 0.0072964129 
25.3200000000 0.3284321420 0.1385055724 0.0090441754 0.0072474268 
25.3300000000 0.3286484459 0.1382077840 0.0090063642 0.0071942178 
25.3400000000 0.3288618588 0.1379185003 0.0090357968 0.0071417578 
25.3500000000 0.3290757769 0.1376045406 0.0090631520 0.0070635279 
25.3600000000 0.3292889353 0.1373259470 0.0090969919 0.0069967648 
25.3700000000 0.3295024644 0.1370323647 0.0091311379 0.0069350210 
25.3800000000 0.3297129581 0.1367517614 0.0091608180 0.0068683590 
25.3900000000 0.3299241931 0.1364836588 0.0091923950 0.0067869447 
25.4000000000 0.3301344952 0.1361985086 0.0092246068 0.0066953285 
25.4100000000 0.3303440476 0.1359247544 0.0092602119 0.0067212594 
25.4200000000 0.3305520766 0.1356618512 0.0092905613 0.0067572318 
25.4300000000 0.3307603215 0.1353796846 0.0093051062 0.0067598937 
25.4400000000 0.3309678485 0.1351071421 0.0093214435 0.0067503178 
